GeneA	GeneB	Class	From	Recs.add	Recs.sub	EssgCom	GOSemSim_MF	GOSemSim_BP	GOSemSim_CC	GeneMANIAGG	HI.add	HI.sub	BioDis	LofIn.add	LofIn.sub	BioGRIDPP	STRINGPP	REAC_FI	PS_2DbJacSim	HighexpPer	Abundance.add	Abundance.sub	COXPRESdbMRvalue	DOSemSim
INHA	COX8C	0	Coding_Random	0.24538124	0.065491214	0	0	0	0.269	0	0.354	0.232	0.147795	0.343809	0.055612	0	0	0	0	0.3333	1.9e-05	2.8e-05	0.443	0
ZNF236	OR5D13	0	Coding_Random	0.189939	0.014844	0	0.22	0.161	0.305	4.704784e-07	0.198	0.096	0.087251	0.999999	0.999998	0	0	0	0	0.086913325	0.0015348395	0.0027824375	0.5068477	0
ADM2	SMIM22	0	Coding_Random	0.36856875	0.13351205	0	0.59	0.294	0	0	0.5420008	0.22865757	0.09411316	0.6849133	0.40047106	0	0	0	0	0.2353	2.4e-05	3.2e-05	0.3979	0
ASCC2	PRDM9	0	Coding_Random	0.31189406	0.09909454	0	0.219	0.329	0.8	0	0.19	0.062	0.108619	0.178385	0.178385	0	0	0	0	0.0667	0.000175	0.000307	0.5976	0
SNX14	TEAD4	0	Coding_Random	0.249114	0.032515	1	0.266	0.167	0.556	0	1.05	0.778	0.064442	1.0661641	0.7411024	0	0	0.0010249702	0	0.1579	8e-06	4e-06	0.687	0
SMC5	SDAD1	0	Coding_Random	0.229343	0.002344	0	0.477	0.239	0.673	5.4e-05	0.425	0.249	0.068413	0.980365	0.980365	0	0	0.0009442678	0	0.5263	0.000193	1.4e-05	0.2132	0
ALX1	PROZ	0	Coding_Random	0.359967	0.153737	1	0	0.141	0.521	0	0.695	0.511	0.102753	0.600326	0.600326	0	0	0	0	0.125	0.000327	0.000573	0.4786	0
OPN1SW	C11orf65	0	Coding_Random	0.42335	0.233303	0	0.203	0	0	0	0.178	0.008	0.105876	0.369091	0.369091	0	0	0	0	0	5e-06	2e-06	0.4135	0
CYP2D6	TMEM231	0	Coding_Random	0.39201006	0.16443247	0	0.59	0.182	0.31	0	0.34929204	0.14390329	0.102448165	7.4e-05	7.4e-05	0	0	0	0	0	0.0010007606	0.0016906151	0.566	0
ESYT1	ERVW-1	0	Coding_Random	0.30478573	0.09950102	0	0	0.238	0	0	0.32811648	0.14837848	0.093049	0.013567	0.013567	0	0	0	0	0.0526	0.000922	0.001616	0.4994	0
ANKRD31	METTL18	0	Coding_Random	0.2983785	0.095396414	0	0	0.092	0.34	0	0.3527779	0.16114281	0.150906	0.2733642	0.26423553	0	0	0	0	0.0625	4.6e-05	8.2e-05	0.3835	0
EXOC2	ANKRD37	0	Coding_Random	0.41996318	0.18009913	0	0.30003628	0.18763566	0.42144582	0	0.548	0.408	0.081301	0.00582	0.00559	0	0	0	0	0.1538	0.000164	0.00028	0.5382	0.0822194
CALCB	PCDH12	0	Coding_Random	0.227572	0.003595	0	0	0.203	0.263	0	0.553	0.479	0.175378	0.057876	0.057876	0	0	0	0	0.1333	7e-06	1e-06	0.4859	0
NIFK	SIGLEC14	0	Coding_Random	0.31159818	0.10149915	0	0	0.072	0.364	0	0.47297984	0.22335985	0.098883	0.5201381	0.38083065	0	0	0	0	0.1429	0.000498	0.000781	0.4849	0
MAP3K14	EEF2KMT	0	Coding_Random	0.37232363	0.13520686	0	0.443	0.194	0.705	0	0.64806914	0.29283977	0.08353014	0.75855863	0.44040287	0	0	0	0	0.2105	0.0015429009	0.0023583986	0.4047	0
SIPA1L3	KCTD18	0	Coding_Random	0.3349908	0.1036352	0	0	0	0	0	0.607	0.201	0.068477	1.000203	0.999151	0	0	0	0	0.1304	2.7e-05	1.7e-05	0.5267	0
AJUBA	GABRA2	0	Coding_Random	0.44534403	0.1747015	1	0.106	0.25	0.337	0	0.75230503	0.29483166	0.052784	1.810364	0.143564	0	0	0	0	0	1.6e-05	1.8e-05	0.6307	0
CEP97	HAL	0	Coding_Random	0.42908177	0.16970392	0	0.158	0.061	1	0	0.747	0.093	0.090207	1e-06	1e-06	0	0	0	0	0	5.3e-05	6e-06	0.5747	0
ABHD10	ZBED6CL	0	Coding_Random	0.37286696	0.14384079	0	0.26225907	0.15522338	0.39298087	0	0.37953267	0.17413029	0.108186774	0.003581	0.002263	0	0	0	0.0019828514	0.3077	0.000974	0.001718	0.5376	0.06547199
PRX	LSM10	0	Coding_Random	0.274389	0.064981	0	0.621	0.355	0.624	0	0.208	0.022	0.10789	0.615648	0.615648	0	0	0.00025587296	0	0	1.1e-05	1.7e-05	0.5206	0.128
CENPM	C4orf17	0	Coding_Random	0.184451	0.044581	0	0.2791906	0.12819551	0.3287032	0	0.547	0.409	0.11819702	0.213984	0.213984	0	0	0	0	0.1111	0.000101	0.000146	0.5962	0
RAB5B	AGAP6	0	Coding_Random	0.34490767	0.10094501	0	0	0	0.91	0	0.43425918	0.19600278	0.158358	0.5020805	0.4069558	0	0.164	0.020396689	0	0.0952	0.001542037	0.0024405485	0.6287	0
APOA5	HLA-C	0	Coding_Random	1.15644	0.442133	0	0.45	0.135	0.532	0	0.77732164	0.30670622	0.050673	1e-06	1e-06	0	0	0	0	0	0.001774	0.003081	0.4977	0.213
ICAM1	MOCS2	0	Coding_Random	0.5451442	0.22648467	0	0.158	0.068	0.298	0	0.113	0.007	0.06399	0.158249	0.077345	0	0	0	0	0	0.001509	0.002418	0.656	0.825
CLPSL2	ELP2	0	Coding_Random	0.2936218	0.09061442	0	0	0.037	0	0	0.353837	0.1610738	0.13358635	0.146626	0.146625	0	0	0	0	0	0.000155	0.000276	0.52025753	0
C8orf76	MPP3	0	Coding_Random	0.35162568	0.15676412	0	0.50946337	0.082027815	0.48519275	0	1.136	0.606	0.096752	3.7e-05	3e-06	0	0	0	0	0.0667	1.6e-05	2.1e-05	0.4541	0.02007156
RNASEL	RBP3	0	Coding_Random	0.376883	0.134176	0	0.285	0.16	0.361	0	0.395	0.285	0.10053897	0.016654	0.016654	0	0	0	0	0.08633052	0.0020679277	0.0035822233	0.5607	0.132
CCDC85C	CRYZ	0	Coding_Random	0.39449897	0.15974902	0	0	0.111	0.123	0	0.4968155	0.26813385	0.065255	0.4693876	0.37342548	0	0	0	0	0.1053	0.003289	0.005752	0.5777	0
FAM89B	ZNF222	0	Coding_Random	0.25017935	0.060209673	0	0.158	0	0.506	0	0.206	0.072	0.123488784	0.029138	0.029138	0	0	0	0	0.0526	1.6e-05	2.7e-05	0.4623	0
CCDC3	OR5M10	0	Coding_Random	0.35789046	0.13533667	0	0	0.41	0.257	0	0.32512978	0.15312944	0.0929	0.00855	0.006906	0	0	0.00044396752	0	0	1e-06	2e-06	0.50655794	0
MEP1B	SLC52A2	0	Coding_Random	0.32072496	0.10647308	1	0.631	0	0.761	0	0.4097512	0.19664094	0.10118028	0.01196	0.01196	0	0	0	0	0	3e-06	3e-06	0.5532	0
STUB1	IL3	0	Coding_Random	0.51133	0.447581	2	0.541	0.364	0.154	0	0.409	0.359	0.030263	0.042534	0.042534	0	0.241	0	0	0	0.000451	0.000777	0.5946	0.292
SPIRE2	BHLHE40	0	Coding_Random	0.394991	0.185622	0	0	0.238	0.381	0	0.6125554	0.32650286	0.10311319	0.941607	0.941607	0	0	0	0	0.0385	1e-05	7e-06	0.5933	0
PLA2G7	MDH1B	0	Coding_Random	0.395578	0.212446	0	0.254	0.341	0	0	0.167	0.061	0.194417	0	0	0	0	0	0	0.1818	0.00011	0.000191	0.5151	0
SH2D2A	KRTAP3-2	0	Coding_Random	0.219954	0.01586	0	1	0.205	1	0	0.37836546	0.19660887	0.219616	0.474747	0.474578	0	0	0	0	0	0.000194	0.000258	0.6033	0
ANXA6	KIF13B	0	Coding_Random	0.356098	0.061207	0	0.471	0.346	0.245	0	0.198	0.04	0.057007	0.000382	1.6e-05	0	0	0	0	0.0385	0.020026	0.03517	0.4421	0
UGT2B10	ZNF254	0	Coding_Random	0.20263858	0.03185985	0	0.146	0.121	0	0	0.215	0.109	0.181561	0	0	0	0	0	0	0	1.2e-05	1.8e-05	0.5193	0
PLEKHG4B	PROC	0	Coding_Random	0.42179832	0.17193739	1	0.31576085	0.18114829	0.4128207	0	0.516	0.326	0.064806	0.032475	0.032475	0	0	0	0	0	0.001943	0.003444	0.3569	0.08447753
RBM4	VPREB3	0	Coding_Random	0.329324	0.03512	0	0	0.147	0.489	0	0.707	0.411	0.175947	0.960057	0.92776	0	0	0	0	0.1333	0.000386	0.000566	0.5601	0
MBP	PTPRE	0	Coding_Random	0.5278344	0.1894995	0	0.55	0.199	0.484	0	0.253	0.017	0.062285	0.578481	0.558461	0	0	0	0	0.0625	0.002406	0.004205	0.2672	1
EPHA5	RSPH1	0	Coding_Random	0.230909	0.040688	0	0.089	0.385	0.463	0	0.303	0.213	0.259271	0.000601	0.000179	0	0	0	0	0.2222	5e-06	2e-06	0.5884	0
ANK1	HORMAD1	0	Coding_Random	0.847504	0.648661	1	0	0.221	0.438	0	1.008	0.354	0.061658	1.003127	0.996873	0	0	0	0	0	0.000382	0.000655	0.5692	0
TNIK	SCPEP1	0	Coding_Random	0.336294	0.039852	0	0.123	0.225	0.681	0	0.95	0.662	0.085139	0.997186	0.997186	0	0	0	0	0.037	0.000451	0.000538	0.6011	0
MORC3	GIMD1	0	Coding_Random	0.38021228	0.14001414	1	0.27649054	0.1725832	0.36607277	0	0.5084007	0.23491329	0.10044786	0.51767427	0.37258512	0	0.0054795425	0.0013860305	0	0	0.0010371415	0.0017083901	0.51101506	0.063385695
MAN2B2	SLC16A8	0	Coding_Random	0.268041	0.069384	0	0.053	0.203	0.225	0	0.266	0.072	0.151314	0.110165	0.110165	0	0	0	0	0.3333	1.9e-05	3.2e-05	0.5169	0
CAMTA1	PALD1	0	Coding_Random	0.3624075	0.13660829	0	0.214	0	0.724	0	0.6112475	0.31170046	0.068477	1.000888	0.999112	0	0	0	0	0.1111	1.7e-05	2.8e-05	0.4088	0
CBL	NFE2L2	0	Coding_Random	0.579107	0.376584	1	0.515	0.475	0.695	0	1.528	0.468	0.023929	0.692796	0.679221	0	0	0	0	0.2857	0.000103	0.000117	0.4381	0.532
SEMA5A	SLC1A5	0	Coding_Random	0.342507	0.128751	1	0.413	0.091	0.957	0	0.459	0.087	0.066008	0.052791	0.050832	0	0	0	0	0.4091	0.000498	0.000873	0.4966	0.473
ATXN7	GIPC2	0	Coding_Random	0.547073	0.332567	0	1	0.289	0.244	0	0.488	0.27	0.072236	0.928556	0.928556	0	0	0	0	0.1364	0.0010987895	0.0017779134	0.4747	0
TLR1	XRCC3	0	Coding_Random	0.759081	0.051569	1	0.522	0.23	0.476	0	0.708	0.576	0.054895	0	0	0	0	0	0	0.3182	9e-06	1.6e-05	0.5843	0.475
EPB41L3	EIF2A	0	Coding_Random	0.315792	0.09246	0	0.569	0.184	0.419	0	1.217	0.313	0.053093	0.029437	0.029119	0	0	0	0	0.125	0.001177	0.001292	0.43	0.565
POLN	LRRC8C	0	Coding_Random	0.35578585	0.1390881	0	0.61	0.177	0.485	0	0.492	0.376	0.090962	0.016528	0.016528	0	0	0	0	0.2	0.000181	0.000301	0.5022	0
TRMT44	SLC10A5	0	Coding_Random	0.18838131	0.022366878	0	0	0	0	0	0.20824575	0.06608808	0.202919	0.000395	0.000395	0	0	0	0	0.1364	3e-06	0	0.479	0
TIAM1	CC2D2A	0	Coding_Random	0.464786	0.20067	0	0	0.385	0.446	0	0.502	0.336	0.064396	0.999932	0.999932	0	0	0	0	0	0.0010149102	0.001799498	0.5372	0.186
PANX1	CYYR1	0	Coding_Random	0.203765	0.018046	0	0.383	0.231	0	0	0.301	0.101	0.111809105	0.037522	0.031331	0	0	2.9993771e-05	0	0.2105	1.3e-05	2.2e-05	0.5713	0
KRT38	MINK1	0	Coding_Random	0.250878	0.026273	0	1	0.226	0.893	0	0.484	0.34	0.134319	1.000006	0.999962	0	0	0	0	0.1667	0.000102	1.6e-05	0.5221	0
LRRC61	THAP6	0	Coding_Random	0.080441885	0	0	0.0913642	0	0	0	0.347	0.025	0.419181	0.006636	0.003755	0	0	0	0	0.4667	5e-06	1e-05	0.5938	0
ZNF233	FAHD2A	0	Coding_Random	0.28854474	0.08020539	0	0.3306443	0.17411178	0.3865046	0	0.182	0.002	0.088574	0.054072	0.054072	0	0	0	0	0.2143	0.000206	0.000359	0.5442	0.03664383
USHBP1	PPFIA2	0	Coding_Random	0.219884	0.013841	0	0.2867541	0.14087185	0.34065223	0	0.37	0.28	0.115728	0.999976	0.999976	0	0	0	0	0	1e-05	1.8e-05	0.4409	0.021959249
ANKK1	OR1L6	0	Coding_Random	0.191407	0.027912	0	0	0	0	0	0.199	0.089	0.145211	0.010696	0.010696	0	0	0	0	0	4e-06	4e-06	0.513933	0
OLFML3	OR1E2	0	Coding_Random	0.28381696	0.09483372	0	0	0	0.121	0	0.766	0.484	0.180924	0.021462	0.020286	0	0	0	0	0	1e-04	0.000177	0.51666635	0
ZNF280A	TMEM266	0	Coding_Random	0.29156038	0.09221826	0	0.226	0	0.413	0	0.40387744	0.18566239	0.11548115	0.4816571	0.33697537	0	0	0	0	0	5e-06	9e-06	0.382	0
KIAA0586	MRPS35	0	Coding_Random	0.174476	0.01357	1	0	0.197	0.439	0	0.156	0.068	0.087402	0.040928	0.040928	0	0	0	0	0.1538	0.000703	0.001245	0.4017	0
C3AR1	C20orf27	0	Coding_Random	0.30826405	0.1094836	0	0.238	0.323	0.308	0	0.16	0.104	0.082871	0.027146	0.027052	0	0	0	0	0.05	0.000246	0.000432	0.5528	0
PITPNM2	SAE1	0	Coding_Random	0.245838	0.005097	0	0.298	0.148	0.675	0	0.715	0.459	0.064815	1.988946	0.011041	0	0	0	0	0.1905	0.002046	0.003619	0.5483	0
SPEF2	ATG13	0	Coding_Random	0.30656824	0.09047112	1	0	0	0	0	0.56385285	0.2949629	0.087603	0.984297	0.984297	0	0	0	0	0.2143	1.9e-05	2e-05	0.5319	0
FRMPD1	CMTM1	0	Coding_Random	0.151875	0.035311	0	0	0	0.305	0	0.156	0.102	0.172941	0.001298	0.001298	0	0	0	0	0.0909	9e-06	8e-06	0.4531	0
USP32	PARD3	0	Coding_Random	0.7410523	0.31512123	1	0.471	0.307	0.399	0	1.472	0.516	0.044272	1.938527	0.061473	0	0	0	0	0.0526	7.7e-05	0.000107	0.3513	1
CHIA	OR8G1	0	Coding_Random	0.29955587	0.09028079	0	0.395	0.152	0.309	0	0.146	0.01	0.10994583	0.28595	0.28595	0	0	0	0	0	0.0013401014	0.0022755722	0.3981	0
NOTCH1	NLGN1	0	Coding_Random	1.050617	0.78155	1	0.53	0.411	0.518	0	1.236	0.678	0.054895	1.755798	0.244202	0	0.185	0	0	0.0882	0.0015277832	0.0021567089	0.4525	0.187
POM121	CETP	0	Coding_Random	0.456117	0.28313	0	0.319	0.23	0.158	0	0.372	0.108	0.0929	0.41473135	0.3370155	0	0	0	0	0.1765	0.0013565168	0.0023364672	0.5743	0
TEX55	TASOR2	0	Coding_Random	0.33106723	0.11675784	0	0.34470475	0.13831493	0.33862698	0	0.48354533	0.22723268	0.103500366	0.58351463	0.41126382	0	0	0	0.0017989648	0.11492913	7e-06	1.2e-05	0.5597	0.040781934
TRPM4	GRAMD4	0	Coding_Random	0.218618	0.010888	0	0.283	0.165	0.824	7.4e-05	0.219	0.023	0.094732	0.999791	0.999791	0	0	0	0	0.2632	1.2e-05	3e-06	0.3772	0
NKX6-3	AKR1B10	0	Coding_Random	0.3298859	0.10735258	0	0.202	0.18	0.74	0	0.268	0.002	0.137942	0.190066	0.190042	0	0	0	0	0.0714	0.000153	0.00027	0.5534	0
UNC13B	NAP1L1	0	Coding_Random	0.323447	0.041989	0	0.696	0.212	0.575	0	1.415	0.579	0.103311	0.993947	0.993815	0	0	0	0	0.1111	0.008602	0.015213	0.5876	0
POLR3B	ARHGAP8	0	Coding_Random	0.269028	0.009594	0	0.122	0.157	1	0	0.51209885	0.22359514	0.088899	0.66723657	0.47257873	0	0	0	0	0.1364	0.0055163163	0.009541833	0.6364	0
L3MBTL3	MAGEL2	0	Coding_Random	0.3563565	0.11735267	2	0.7	0	0.713	3.4e-05	0.8113003	0.29053783	0.105938	1.92191	0.077087	0	0	0	0	0.2632	0.0013572663	0.0020560604	0.3506	0
ZNF556	ITGB4	0	Coding_Random	0.28934094	0.08076139	1	0.214	0	0.356	0	0.185	0.095	0.083251	1.6e-05	1.6e-05	0	0	0	0	0.1053	0.000122	0.000185	0.3773	0
MAP2K3	DCHS2	0	Coding_Random	0.41720042	0.17968947	0	0.434	0.102	0.643	0	0.254	0.142	0.067489	0.000496	0.000496	0	0	0	0	0.0357	0.000208	0.000367	0.6073	0
LEFTY1	EEF1AKMT2	0	Coding_Random	0.3255785	0.10591667	1	0.105	0.184	0.171	0	0.4675309	0.21660858	0.10296562	0.49014008	0.3715523	0	0	0	0	0.2	2e-05	1.3e-05	0.5094	0
ZNF90	PPARGC1B	0	Coding_Random	0.3306255	0.11503119	1	0.199	0	0	0	0.55466187	0.28213948	0.089043	0.934055	0.934054	0	0	0	0	0.1818	2e-06	1e-06	0.489	0
PRKAR2B	MTMR2	0	Coding_Random	0.764502	0.329457	1	0.475	0.261	0.75	0	0.703	0.481	0.052784	1.20809	0.782553	0	0	0	0	0.05	0.000786	0.001234	0.4022	0.214
PROKR1	LPP	0	Coding_Random	0.288791	0.029497	1	0.143	0.333	0.251	0	0.315	0.119	0.054895	0.5824	0.5824	0	0	0	0	0.0526	0.0011045306	0.0018400818	0.471	0
ZKSCAN4	HAT1	0	Coding_Random	0.224956	0.042759	0	0.579	0	0.662	0	1.033	0.851	0.058021	0.839952	0.839817	0	0	0	0	0.3333	0.001335	0.002354	0.5865	0
MYOM3	OR6C1	0	Coding_Random	0.28146073	0.08079938	0	0.143	0	0.252	0	0.33954412	0.15952602	0.10897728	0.012386	0.012386	0	0	0	0	0	2.2e-05	3.3e-05	0.511262	0
ANKK1	FRS3	0	Coding_Random	0.24772	0.028401	0	0	0	0	0	1.016	0.906	0.138168	0.808551	0.808551	0	0.187	0.032875367	0	0.1	1e-06	0	0.4725	0
MCUB	SLC22A2	0	Coding_Random	0.36217067	0.13839026	0	0.073	0.347	0.375	0	0.4929113	0.24742429	0.096928164	0.61400175	0.41530913	0	0	0	0	0	1.3e-05	2e-06	0.5016	0
HAUS3	TMEM150C	0	Coding_Random	0.30855033	0.08480277	1	0	0.108	0.422	0	0.37039316	0.15882835	0.134097	0.01134	0.011338	0	0.18	0	0	0.1579	2.1e-05	3.7e-05	0.5267	0
MARCHF11	LRRC7	0	Coding_Random	0.278842	0.08789286	0	0	0	0	1.5096775e-07	0.40389544	0.189434	0.120914474	0.4266084	0.34776965	0	0	0	0	0.102934405	0.0010672428	0.0019160031	0.5009091	0
KRT82	TMEM184A	0	Coding_Random	0.26239413	0.07051261	0	0.139	0	0.446	0	0.174	0.02	0.11535	8.9e-05	8.9e-05	0	0	0	0	0.125	0.001798	0.00319	0.6112	0
SOHLH1	DSTYK	0	Coding_Random	0.187287	0.016167	0	0	0.141	0.506	0	0.35796624	0.16230032	0.11217316	0.157705	0.136867	0	0	0	0	0.2143	5e-06	9e-06	0.5332	0
ATP8B3	VMP1	0	Coding_Random	0.36496836	0.123772606	0	0	0.51	0.604	0	0.5804057	0.2842919	0.087251	0.930656	0.930656	0	0	0.00036049835	0	0.0588	0.000126	0.000222	0.433	0
DOCK3	SEC14L3	0	Coding_Random	0.251287	0.011911	0	0.3126636	0.12954397	0.36735514	0	0.516	0.08	0.129497	1	1	0	0	0	0	0.1	1.8e-05	2.5e-05	0.6245	0.039262112
RCC2	GOLGA6L7	0	Coding_Random	0.37480074	0.13616073	0	0.29631916	0.1721086	0.3758167	9.568738e-07	0.5249356	0.24099293	0.09862978	0.5570934	0.39176095	0	0.005455738	0.0014222694	0	0.0714	0.0010372729	0.0017074476	0.5322	0.06167293
BMP10	ATXN3	0	Coding_Random	0.568456	0.126703	1	0.559	0.362	0.526	0	0.298	0.034	0.052784	0.89908	0.546352	0	0	0	0	0	8.8e-05	0.000139	0.5624	0.272
IL18R1	OCLM	0	Coding_Random	0.34943923	0.12938148	0	0.37732756	0.16906804	0.3502649	0	0.4190669	0.18444273	0.09558368	0.01733	0.017329	0	0	0	0.0018034196	0.3	2e-06	3e-06	0.5815	0.07581994
RHBDD1	PCSK6	0	Coding_Random	0.305051	0.177956	1	0.619	0.372	0.353	0	0.283	0.203	0.085139	0.01047	0.01047	0	0	0	0	0	0.0016085395	0.0028887875	0.3802	0
MYO5B	TAF3	0	Coding_Random	0.291085	0.06934	0	1	0.113	0.431	0	1.066	0.648	0.060967	0.995125	0.995125	0	0	0	0	0.0909	5.1e-05	2.5e-05	0.627	0
CREB1	BAG6	0	Coding_Random	0.60340583	0.24780388	2	0.544	0.358	0.688	0	1.0203408	0.3663678	0.025336	1.969949	0.030027	0	0	0	0	0.35	0.00228	0.001417	0.4067	0.265
SLC37A2	COMMD10	0	Coding_Random	0.226325	0.005912	0	0.20820062	0.105123214	0.2815093	0	0.292	0.11	0.156855	8e-06	8e-06	0	0	0	0	0.1053	0.000142	0.000239	0.426	0.015928939
ZNF556	ATAD3C	0	Coding_Random	0.27643296	0.08058215	0	0.112	0	0.74	0	0.195	0.105	0.119303	6.5e-05	3.3e-05	0	0	0	0	0.0556	0.000189	0.000304	0.2663	0
TECTA	C16orf54	0	Coding_Random	0.2793044	0.10848982	0	0.20921667	0.019742183	0.14206444	0	0.696	0.448	0.176713	0.668081	0.668081	0	0	0.0005650779	0	0	4e-06	6e-06	0.6406	0.002972399
RASAL2	CD38	0	Coding_Random	0.464371	0.245165	0	0.214	0.495	0.356	0	0.717	0.615	0.072089	0.226526	0.226373	0	0	0	0	0.1667	0.000153	0.000197	0.7136	0
PLCXD2	PFAS	0	Coding_Random	0.34576276	0.12484783	1	0	0	0	0	0.39351597	0.17481358	0.055048	5.2e-05	5.2e-05	0	0	0	0	0.25	0.001341	0.002368	0.4609	0
ZNF468	XPC	0	Coding_Random	0.28165597	0.0869467	1	0.214	0	1	0	0.391	0.149	0.087251	0	0	0	0	0	0	0.2174	6.5e-05	0.000103	0.5646	0
PROB1	EBF2	0	Coding_Random	0.35474658	0.12239203	1	0.35879797	0.17243212	0.4125713	0	0.52314925	0.23430498	0.093347885	0.5880477	0.40117878	0	0	0	0	0.125	4e-05	6.3e-05	0.4905	0.06582408
RTEL1	CXCR5	0	Coding_Random	0.464058	0.12677	1	0.499	0.188	0.244	0	0.59237784	0.25628707	0.090085	0.938012	0.617505	0	0	0	0	0.0526	7e-06	5e-06	0.3712	0
PGAP4	ST6GALNAC5	0	Coding_Random	0.29117578	0.092127666	0	0	0	0	0	0.39503962	0.19118616	0.119522564	0.39665118	0.346198	0	0	0	0	0.10698206	0.0016228546	0.0028403958	0.50205153	0
FLCN	SHROOM3	0	Coding_Random	0.27271	0.072127	2	0.508	0.257	0.506	0	0.397	0.049	0.083548	1.690849	0.226131	0	0	0	0	0.0909	3.2e-05	1e-05	0.6036	0
OVCH2	SLC12A6	0	Coding_Random	0.25975543	0.079397716	0	0	0	0	0	0.352	0.266	0.10975656	0.97818	0.97818	0	0	0	0	0.1176	0.0015614934	0.0028087068	0.4721	0
GTF3C4	MMP12	0	Coding_Random	0.913061	0.422615	0	0.476	0.239	0.615	0	0.275	0.015	0.061935537	0.37077585	0.29722887	0	0	0	0	0.06971531	0.0017371868	0.0024322865	0.5305	0
RP1	TMEM139	0	Coding_Random	0.142678	0.062252	0	0.30196375	0.10094286	0.29960155	0	0.307	0.289	0.11868499	0.018754	0.018754	0	0	0	0	0.2667	1e-06	1e-06	0.4844	0
TSPYL1	ATRNL1	0	Coding_Random	0.20361	0.011673	0	0	0.383	0	0	0.591	0.423	0.130184	1.003623	0.98764	0	0	0	0	0.4667	4.1e-05	5.3e-05	0.4229	0
SNED1	TRAF2	0	Coding_Random	0.319587	0.053862	1	0.69	0	0	0	0.561	0.177	0.070236	1.980244	0.012718	0	0	0	0	0.0952	0.000108	0.000167	0.5928	0
PGR	FAM3D	0	Coding_Random	0.625391	0.434966	1	0.69	0.241	0.191	0	0.169	0.073	0.10740027	0.888813	0.880752	0	0	0.0011366997	0	0.0769	9.8e-05	7e-05	0.5256	0
SHFL	SLC22A24	0	Coding_Random	0.30458212	0.0913934	0	0	0.056	0.425	0	0.43855911	0.19668256	0.11369428	0.5046992	0.37554753	0	0	0	0	0.11945558	0.001106813	0.0019218903	0.5086	0
C20orf85	GRAMD1B	0	Coding_Random	0.34803253	0.1174661	0	0.30060202	0.17411992	0.3920861	0	0.499	0.173	0.098396756	0.984865	0.984837	0	0	0	0	0	2.4e-05	3.6e-05	0.571	0.07271384
NT5C2	SFXN5	0	Coding_Random	0.394935	0.167157	0	0	0	0.606	0	0.74	0.446	0.165678	0.066228	0.038167	0	0	0	0	0	0.000359	0.000521	0.3524	0
OSBPL8	SASH1	0	Coding_Random	0.22281	0.000534	0	0.345	0.37	0.444	0	0.981	0.357	0.108754	0.991603	0.985094	0	0	0	0	0.4737	0.000219	0.000245	0.457	0.107
TBC1D3L	UGT2B28	0	Coding_Random	0.3297974	0.11423385	0	0.3582743	0.14366587	0.3524786	1.8010963e-06	0.49256536	0.22485067	0.10178901	0.59719	0.40072507	0	0	0	0	0.14530613	0.0012792705	0.002176525	0.48722145	0.042304166
CCDC18	MRPL38	0	Coding_Random	0.36081132	0.12989055	0	0.41356257	0.20770966	0.373619	0	0.182	0.008	0.068477	0.3545315	0.28331375	0	0	0	0	0.0714	0.000594	0.001048	0.5923	0.094450764
TRIM17	C7orf25	0	Coding_Random	0.286603	0.081919	0	0.34248233	0.19384363	0.34569672	0	0.198	0.026	0.096752	0.352393	0.352345	0	0	0	0	0.0667	2.1e-05	2.2e-05	0.5426	0.011471926
PRM1	ZNF600	0	Coding_Random	0.3344649	0.15263037	0	0	0	0	0	0.929	0.907	0.148708	0.371062	0.371062	0	0	0	0	0	0.0014485515	0.0027805623	0.6069	0
OLFML2B	FAM189A2	0	Coding_Random	0.29758117	0.09358733	0	0.32493404	0.16168223	0.35476	0	0.35490388	0.15425336	0.11277644	1.2e-05	6e-06	0	0	0	0	0.1818	6e-06	8e-06	0.5936	0.030371318
LRCH3	RPS2	0	Coding_Random	0.5036335	0.23282152	0	1	0	1	0	1.193	0.773	0.046463	0.236872	0.236872	0	0	0	0	0.3043	0.003837	0.006669	0.581	0
ANAPC1	VEPH1	0	Coding_Random	0.192806	0.001255	0	0.14	0.089	0	0	0.632	0.354	0.109791	0.6677979	0.47792375	0	0	0	0	0.1538	5.5e-05	8.1e-05	0.5462	0
NPFFR2	USP44	0	Coding_Random	0.164868	0.009548	0	0.143	0.097	0.419	0	0.262	0.164	0.069675	1e-05	1e-05	0	0	0	0	0	1e-05	1.5e-05	0.364	0
TGM3	DEFA4	0	Coding_Random	0.27024457	0.09617764	0	0.211	0.078	0.347	0	0.401	0.201	0.151314	0.271978	0.271959	0	0	0	0	0	0.000147	0.000134	0.308	0
LILRA6	SLC34A2	0	Coding_Random	0.25257367	0.074041754	1	0	0	0	0	0.253	0.169	0.12691431	0.000165	0.000145	0	0	0	0	0.1	4.6e-05	8e-06	0.4697	0
EFTUD2	CDC14A	0	Coding_Random	0.463341	0.210651	2	0.463	0.099	0.64	0	1.03	0.65	0.054895	1.01561	0.984373	0	0	0	0	0.3333	0.002174	0.003546	0.6145	0
UBAC2	ZNF512	0	Coding_Random	0.3513212	0.122880906	0	0.46330228	0.17055078	0.4489451	0	0.626	0.334	0.051833	1.060639	0.837655	0	0	0	0	0.2381	0.000199	5.4e-05	0.4227	0.055204906
